Poverty,https://ourworldindata.org/grapher/median-daily-expenditure-per-capita-vs-national-poverty-line,https://ourworldindata.org/grapher/poverty-rate-60-of-median-lis-key-figures,https://ourworldindata.org/grapher/share-of-population-living-in-poverty-by-national-poverty-lines,https://ourworldindata.org/grapher/rural-population-poverty-at-national-poverty-lines,https://ourworldindata.org/grapher/urban-and-rural-poverty-by-national-poverty-lines,https://ourworldindata.org/grapher/urban-poverty-at-national-poverty-lines,https://ourworldindata.org/grapher/size-poverty-gap-china
Poverty Relative to Poverty Lines Higher than the International Poverty Line,https://ourworldindata.org/grapher/distribution-of-population-poverty-thresholds,https://ourworldindata.org/grapher/distribution-of-population-between-different-poverty-thresholds-up-to-30-dollars,https://ourworldindata.org/grapher/distribution-of-population-between-different-poverty-thresholds-stacke-bar,https://ourworldindata.org/grapher/median-daily-expenditure-per-capita-vs-national-poverty-line,https://ourworldindata.org/grapher/share-in-poverty-relative-to-different-poverty-thresholds,https://ourworldindata.org/grapher/test-share-of-population-living-under-different-poverty-thresholds,https://ourworldindata.org/grapher/share-of-population-living-with-less-than-190-and-320-per-day
Pre-Primary Education,https://ourworldindata.org/grapher/duration-of-pre-primary-education,https://ourworldindata.org/grapher/gender-gap-in-pre-primary-education,https://ourworldindata.org/grapher/government-expenditure-on-pre-primary-education-as-share-of-gdp,https://ourworldindata.org/grapher/gross-enrollment-ratio-in-pre-primary-education,https://ourworldindata.org/grapher/gross-vs-net-enrollment-rate-in-pre-primary-education,https://ourworldindata.org/grapher/hours-per-week-spent-on-child-care-united-states,https://ourworldindata.org/grapher/net-enrolment-pre-primary-boys-vs-girls,https://ourworldindata.org/grapher/net-enrolment-rate-pre-primary,https://ourworldindata.org/grapher/number-of-enrolled-children-in-pre-primary-education,https://ourworldindata.org/grapher/official-entrance-age-to-pre-primary-education,https://ourworldindata.org/grapher/percentage-of-teachers-in-pre-primary-education-who-are-qualified,https://ourworldindata.org/grapher/pupil-teacher-ratio-in-pre-primary-education,https://ourworldindata.org/grapher/pupil-teacher-ratio-pre-primary,https://ourworldindata.org/grapher/school-life-expectancy-at-the-pre-primary-education-level,https://ourworldindata.org/grapher/school-life-expectancy-of-boys-and-girls-at-the-pre-primary-education-level,https://ourworldindata.org/grapher/share-enrolled-in-private-institutions-at-the-pre-primary-education-level,https://ourworldindata.org/grapher/share-of-teachers-in-pre-primary-education-who-are-trained
Press Freedom,https://ourworldindata.org/grapher/cases-of-killings-of-journalists-and-media-personnel,https://ourworldindata.org/grapher/world-press-freedom
Prices,https://ourworldindata.org/grapher/gdp-price-levels-relative-to-the-us,https://ourworldindata.org/grapher/gdp-per-capita-in-international-dollars-vs-price-levels-relative-to-us,https://ourworldindata.org/grapher/price-per-fine-ounce-of-gold,https://ourworldindata.org/grapher/real-commodity-price-index-food-products,https://ourworldindata.org/grapher/real-commodity-price-index-metals
Primary Education,https://ourworldindata.org/grapher/attendance-vs-enrolment-rates-primary-education,https://ourworldindata.org/grapher/existence-of-nationally-representative-learning-assessment-in-grades-2-or-3-of-primary-education,https://ourworldindata.org/grapher/out-of-school-girls-of-primary-school-age-by-world-region,https://ourworldindata.org/grapher/government-expenditure-on-primary-education-by-country,https://ourworldindata.org/grapher/gross-enrollment-ratio-in-primary-education,https://ourworldindata.org/grapher/gpi-primary-education,https://ourworldindata.org/grapher/gross-vs-net-enrollment-rate-in-primary-education,https://ourworldindata.org/grapher/is-primary-enrolment-data-available-in-the-global-education-monitoring-report-2018,https://ourworldindata.org/grapher/mdg2a-education,https://ourworldindata.org/grapher/primary-net-enrolment-gpi,https://ourworldindata.org/grapher/official-entrance-age-to-compulsory-education,https://ourworldindata.org/grapher/out-of-school-children-of-primary-school-age-by-world-region,https://ourworldindata.org/grapher/percentage-of-primary-schools-with-access-to-potable-water,https://ourworldindata.org/grapher/percentage-of-primary-schools-with-toilets,https://ourworldindata.org/grapher/pupils-in-grades-2-achieving-minimum-proficiency-in-reading,https://ourworldindata.org/grapher/percentage-of-teachers-in-primary-education-who-are-qualified,https://ourworldindata.org/grapher/primary-completion-rate-of-relevant-age-group,https://ourworldindata.org/grapher/primary-completion-rate,https://ourworldindata.org/grapher/primary-completion-rate-gender-parity-index,https://ourworldindata.org/grapher/primary-education-spending-vs-overall-education-spending,https://ourworldindata.org/grapher/primary-school-completion-rate,https://ourworldindata.org/grapher/primary-school-enrolment-by-sex,https://ourworldindata.org/grapher/primary-schooling-adjusted-net-attendance-rate,https://ourworldindata.org/grapher/school-life-expectancy-primary-gender-parity-index-gpi,https://ourworldindata.org/grapher/precentage-enrolled-in-private-institutions-at-the-primary-education-level,https://ourworldindata.org/grapher/Share-primary-school-age-out-of-school,https://ourworldindata.org/grapher/share-of-students-at-end-of-primary-education-achieving-minimum-maths-proficiency-2010-2015,https://ourworldindata.org/grapher/share-of-students-at-end-of-primary-education-achieving-minimum-reading-proficiency-2010-2015,https://ourworldindata.org/grapher/share-of-students-in-early-primary-education-achieving-minimum-math-proficiency-2010-2015,https://ourworldindata.org/grapher/share-of-students-in-early-primary-education-achieving-minimum-reading-proficiency-2010-2015,https://ourworldindata.org/grapher/total-net-enrollment-rate-in-primary-education,https://ourworldindata.org/grapher/total-net-enrollment-rate-in-primary-education-by-sex,https://ourworldindata.org/grapher/net-enrolment-rate-primary-gender-parity-index-gpi
Prisons,https://ourworldindata.org/grapher/homicides-rate-vs-prison-population-rate,https://ourworldindata.org/grapher/prison-population-rate,https://ourworldindata.org/grapher/unsentenced-detainees-as-proportion-of-prison-population
Productivity,https://ourworldindata.org/grapher/productivity-growth-vs-rd-expenditure,https://ourworldindata.org/grapher/capital-intensity-vs-labor-productivity,https://ourworldindata.org/grapher/gdp-per-capita-vs-labour-productivity,https://ourworldindata.org/grapher/gap-in-gdp-per-hour-worked-with-respect-to-the-united-states,https://ourworldindata.org/grapher/higher-labour-productivity-and-price-levels-in-richer-and-poorer-countries,https://ourworldindata.org/grapher/labor-productivity-vs-capital-intensity,https://ourworldindata.org/grapher/labor-productivity-per-hour,https://ourworldindata.org/grapher/productivity-vs-educational-attainment,https://ourworldindata.org/grapher/productivity-vs-share-of-tertiary-schooling,https://ourworldindata.org/grapher/tfp-at-constant-national-prices-20111,https://ourworldindata.org/grapher/unit-labor-cost-by-main-economic-activity-isic-rev4
Productivity of Technologies,https://ourworldindata.org/grapher/costs-of-66-different-technologies-over-time,https://ourworldindata.org/grapher/total-manufacturing-value-added-from-high-tech
Projections of Future Education,https://ourworldindata.org/grapher/global-demand-for-education-global-population-projection-until-2100-by-age-group-by-the-wittgenstein-centre,https://ourworldindata.org/grapher/global-demand-for-education-global-population-younger-than-15-until-2100-according-to-wittgenstein-centres-ssp2,https://ourworldindata.org/grapher/global-demand-for-education-global-population-younger-than-15-until-2100-according-to-wittgenstein-centres-ssp2-cer,https://ourworldindata.org/grapher/global-demand-for-education-global-population-younger-than-15-until-2100-according-to-wittgenstein-centres-ssp2-ft,https://ourworldindata.org/grapher/population-breakdown-by-highest-level-of-education-achieved-for-those-aged-15-in,https://ourworldindata.org/grapher/projection-of-world-population-SSP2-IIASA,https://ourworldindata.org/grapher/projections-of-the-total-population-by-education-scenario,https://ourworldindata.org/grapher/global-demand-for-education-global-population-younger-than-15-until-2100-by-education-scenario-by-the-wittgenstein-centre,https://ourworldindata.org/grapher/projections-of-the-population-younger-than-15-in-africa-by-education-scenario,https://ourworldindata.org/grapher/projections-of-the-rate-of-no-education-based-on-current-global-education-trends-1970-2050
Property Rights,https://ourworldindata.org/grapher/legally-recognized-rights-to-land
Public Debt,https://ourworldindata.org/grapher/debt-service-of-exports-of-goods-services
Quality of Education,https://ourworldindata.org/grapher/actual-teaching-time-vs-time-teachers-are-present,https://ourworldindata.org/grapher/average-learning-outcomes-by-total-education-expenditure-per-capita,https://ourworldindata.org/grapher/learning-outcomes-vs-gdp-per-capita,https://ourworldindata.org/grapher/average-reading-performance-in-pisa-and-average-spending-per-student,https://ourworldindata.org/grapher/average-score-for-4th-graders-on-the-timss-science-assessment,https://ourworldindata.org/grapher/average-score-for-8th-graders-on-the-timss-mathematics-assessment-of-boys-vs-girls,https://ourworldindata.org/grapher/average-test-score-in-mathematics-and-science,https://ourworldindata.org/grapher/average-test-score-in-mathematics-and-science-vs-gdp-per-capita,https://ourworldindata.org/grapher/existence-of-nationally-representative-learning-assessment-at-the-end-of-primary-education,https://ourworldindata.org/grapher/existence-of-nationally-representative-learning-assessment-in-grades-2-or-3-of-primary-education,https://ourworldindata.org/grapher/llece-mean-performance-on-the-mathematics-scale-for-6th-grade-students,https://ourworldindata.org/grapher/share-of-students-achieving-minimum-vs-advanced-learning-outcomes,https://ourworldindata.org/grapher/average-harmonized-learning-outcome-scores,https://ourworldindata.org/grapher/national-average-learning-outcomes-vs-expenditure-per-student,https://ourworldindata.org/grapher/national-average-learning-outcomes-vs-government-expenditure-per-primary-student,https://ourworldindata.org/grapher/learning-outcomes-1985-vs-2015,https://ourworldindata.org/grapher/correlation-between-oecd-pisa-reading-test-score-and-un-human-development-index-2012,https://ourworldindata.org/grapher/pasec-mean-performance-on-the-french-language-scale-for-5th-grade-students-2004-2010,https://ourworldindata.org/grapher/piaac-mean-adult-numeracy-proficiency-2012-2015,https://ourworldindata.org/grapher/pirls-reading-assessment-average-score-for-fourth-graders,https://ourworldindata.org/grapher/pisa-average-math-score-male-vs-female,https://ourworldindata.org/grapher/pisa-score-of-the-best-and-worst-student-by-country,https://ourworldindata.org/grapher/pisa-scores-of-15-year-olds-by-reading-proficiency-level,https://ourworldindata.org/grapher/oecd-pisa-test-scores-for-selected-countries-2000-2012,https://ourworldindata.org/grapher/pisa-test-score-mean-performance-on-the-mathematics-scale,https://ourworldindata.org/grapher/pisa-test-score-mean-performance-on-the-reading-scale,https://ourworldindata.org/grapher/pisa-test-score-mean-performance-on-the-science-scale,https://ourworldindata.org/grapher/pisa-mean-performance-on-the-mathematics-scale-by-sex,https://ourworldindata.org/grapher/pisa-mean-performance-on-the-reading-scale-by-sex,https://ourworldindata.org/grapher/pupils-in-grades-2-achieving-minimum-proficiency-in-reading,https://ourworldindata.org/grapher/proportion-of-children-developmentally-on-track,https://ourworldindata.org/grapher/saber-rating-of-education-policies-aimed-at-improving-school-accountability,https://ourworldindata.org/grapher/sacmeq-mean-performance-on-the-6th-grade-mathematics-scale,https://ourworldindata.org/grapher/scheduled-teaching-time-that-teachers-are-in-the-classroom,https://ourworldindata.org/grapher/share-of-students-achieving-the-advanced-threshold-score,https://ourworldindata.org/grapher/share-of-students-achieving-the-intermediate-threshold-score,https://ourworldindata.org/grapher/share-of-students-achieving-the-minimum-threshold-score,https://ourworldindata.org/grapher/share-of-students-achieving-no-or-minimum-learning-outcomes,https://ourworldindata.org/grapher/share-of-students-achieving-no-or-minimum-learning-outcomes-by-expenditure-per-student,https://ourworldindata.org/grapher/share-of-students-achieving-no-or-minimum-learning-outcomes-by-total-education-expenditure-per-capita,https://ourworldindata.org/grapher/share-of-students-at-end-of-lower-secondary-education-achieving-minimum-maths-proficiency-2010-2015,https://ourworldindata.org/grapher/share-of-students-at-end-of-lower-secondary-education-achieving-minimum-reading-proficiency-2010-2015,https://ourworldindata.org/grapher/share-of-students-at-end-of-primary-education-achieving-minimum-maths-proficiency-2010-2015,https://ourworldindata.org/grapher/share-of-students-at-end-of-primary-education-achieving-minimum-reading-proficiency-2010-2015,https://ourworldindata.org/grapher/share-of-students-in-early-primary-education-achieving-minimum-math-proficiency-2010-2015,https://ourworldindata.org/grapher/share-of-students-in-early-primary-education-achieving-minimum-reading-proficiency-2010-2015,https://ourworldindata.org/grapher/pisa-share-top-math-male-vs-femal,https://ourworldindata.org/grapher/share-of-top-performing-students
Quality of Institutions,https://ourworldindata.org/grapher/government-transparency-index,https://ourworldindata.org/grapher/completeness-population-census,https://ourworldindata.org/grapher/statistical-capacity-indicator
Quality of Life,https://ourworldindata.org/grapher/average-weekly-leisure-estimates-by-age-united-states,https://ourworldindata.org/grapher/minutes-spent-on-leisure,https://ourworldindata.org/grapher/weekly-hours-dedicated-to-home-production-in-the-usa-by-employment-and-marriage-status,https://ourworldindata.org/grapher/hours-per-week-spent-in-leisure-united-states,https://ourworldindata.org/grapher/how-europeans-spend-their-time,https://ourworldindata.org/grapher/participation-time-by-activity-per-day,https://ourworldindata.org/grapher/participation-time-in-employment-per-day,https://ourworldindata.org/grapher/participation-time-in-household-and-family-care-per-day,https://ourworldindata.org/grapher/participation-time-in-leisure-social-and-associative-life-per-day,https://ourworldindata.org/grapher/participation-time-in-personal-care-per-day,https://ourworldindata.org/grapher/participation-time-in-study,https://ourworldindata.org/grapher/participation-time-in-travel,https://ourworldindata.org/grapher/time-allocation-in-finland-by-sex,https://ourworldindata.org/grapher/time-spent-in-domestic-work-female-vs-male,https://ourworldindata.org/grapher/time-spent-in-employment,https://ourworldindata.org/grapher/time-spent-in-study,https://ourworldindata.org/grapher/minutes-spent-on-other-activities,https://ourworldindata.org/grapher/time-spent-on-activities-in-an-average-day,https://ourworldindata.org/grapher/time-spent-on-activities-in-an-average-day-females,https://ourworldindata.org/grapher/time-spent-on-activities-in-an-average-day-males,https://ourworldindata.org/grapher/time-spent-on-activities-on-an-average-day-by-sex-sweden,https://ourworldindata.org/grapher/time-spent-on-free-time-activities-per-day-men-vs-women,https://ourworldindata.org/grapher/time-spent-on-leisure-social-and-associative-life-per-day,https://ourworldindata.org/grapher/time-spent-on-meals-and-personal-care-per-day-men-vs-women,https://ourworldindata.org/grapher/minutes-spent-on-personal-care,https://ourworldindata.org/grapher/time-spent-on-travel-per-day-men-vs-women,https://ourworldindata.org/grapher/time-spent-sleeping-per-day-men-vs-women,https://ourworldindata.org/grapher/weekly-home-production-time-by-demographic-group-united-states,https://ourworldindata.org/grapher/weekly-hours-dedicated-to-home-production-in-the-usa-by-demographic-group-test
Quantitative View of the World,https://ourworldindata.org/grapher/gapminder-test-vaccination,https://ourworldindata.org/grapher/gapminder-test-womens-education,https://ourworldindata.org/grapher/gapminder-results-extreme-poverty,https://ourworldindata.org/grapher/gapminder-test-life-expectancy,https://ourworldindata.org/grapher/gapminder-test-girls-schooling,https://ourworldindata.org/grapher/gapminder-results-electricity
Redistribution,https://ourworldindata.org/grapher/inequality-of-incomes-before-and-after-taxes-and-transfers
Religion,https://ourworldindata.org/grapher/how-important-is-god-in-your-life-vs-gdp-per-capita,https://ourworldindata.org/grapher/main-religion-of-the-country-in,https://ourworldindata.org/grapher/share-of-christians-in,https://ourworldindata.org/grapher/share-of-the-population-who-identify-as-atheist-agnostic-or-nothing-in-particular
Remittances,https://ourworldindata.org/grapher/personal-remittances-received-of-gdp,https://ourworldindata.org/grapher/personal-remittances-paid,https://ourworldindata.org/grapher/personal-remittances-received,https://ourworldindata.org/grapher/remittance-costs-as-share-of-amount-remitted
Renewable Energy,https://ourworldindata.org/grapher/annual-change-hydro,https://ourworldindata.org/grapher/annual-change-renewables,https://ourworldindata.org/grapher/annual-change-solar,https://ourworldindata.org/grapher/annual-change-wind,https://ourworldindata.org/grapher/annual-percentage-change-hydro,https://ourworldindata.org/grapher/annual-percentage-change-renewables,https://ourworldindata.org/grapher/annual-percentage-change-solar,https://ourworldindata.org/grapher/annual-percentage-change-wind,https://ourworldindata.org/grapher/biofuel-production,https://ourworldindata.org/grapher/biofuels-production-by-region,https://ourworldindata.org/grapher/co2-per-capita-vs-renewable-electricity,https://ourworldindata.org/grapher/installed-marine-energy,https://ourworldindata.org/grapher/global-hydro-consumption,https://ourworldindata.org/grapher/onshore-wind-project-costs,https://ourworldindata.org/grapher/hydropower-consumption,https://ourworldindata.org/grapher/hydro-consumption-by-region,https://ourworldindata.org/grapher/installed-geothermal-capacity,https://ourworldindata.org/grapher/installed-global-renewable-energy-capacity-by-technology,https://ourworldindata.org/grapher/installed-renewable-energy-capacity,https://ourworldindata.org/grapher/installed-solar-PV-capacity,https://ourworldindata.org/grapher/cumulative-installed-wind-energy-capacity-gigawatts,https://ourworldindata.org/grapher/international-finance-clean-energy,https://ourworldindata.org/grapher/investment-in-renewable-energy-by-technology,https://ourworldindata.org/grapher/marine-energy-production,https://ourworldindata.org/grapher/modern-renewable-prod,https://ourworldindata.org/grapher/patents-filed-for-renewables,https://ourworldindata.org/grapher/patents-for-renewables-by-country,https://ourworldindata.org/grapher/onshore-wind-lcoe,https://ourworldindata.org/grapher/onshore-wind-lcoe-vs-wind-consumption,https://ourworldindata.org/grapher/onshore-wind-cost-breakdown,https://ourworldindata.org/grapher/per-capita-hydro,https://ourworldindata.org/grapher/per-capita-renewables,https://ourworldindata.org/grapher/per-capita-solar,https://ourworldindata.org/grapher/per-capita-wind,https://ourworldindata.org/grapher/primary-energy-hydro,https://ourworldindata.org/grapher/primary-energy-renewables,https://ourworldindata.org/grapher/primary-energy-consumption-from-solar,https://ourworldindata.org/grapher/primary-energy-wind,https://ourworldindata.org/grapher/renewable-energy-investment,https://ourworldindata.org/grapher/renewable-energy-investment-of-gdp,https://ourworldindata.org/grapher/renewable-electricity-generating-capacity-per-capita,https://ourworldindata.org/grapher/renewable-energy-consumption,https://ourworldindata.org/grapher/modern-renewable-energy-consumption,https://ourworldindata.org/grapher/renewable-energy-gen,https://ourworldindata.org/grapher/share-electricity-hydro,https://ourworldindata.org/grapher/share-electricity-renewables,https://ourworldindata.org/grapher/share-electricity-solar,https://ourworldindata.org/grapher/share-electricity-wind,https://ourworldindata.org/grapher/renewables-share-final-energy,https://ourworldindata.org/grapher/hydro-share-energy,https://ourworldindata.org/grapher/renewable-share-energy,https://ourworldindata.org/grapher/solar-share-energy,https://ourworldindata.org/grapher/wind-share-energy,https://ourworldindata.org/grapher/access-to-clean-fuels-and-technologies-for-cooking,https://ourworldindata.org/grapher/solar-pv-cumulative-capacity,https://ourworldindata.org/grapher/solar-pv-prices,https://ourworldindata.org/grapher/solar-pv-prices-vs-cumulative-capacity,https://ourworldindata.org/grapher/solar-pv-system-costs,https://ourworldindata.org/grapher/solar-energy-consumption-by-region,https://ourworldindata.org/grapher/solar-pv-energy-consumption-vs-solar-pv-capacity,https://ourworldindata.org/grapher/solar-energy-consumption,https://ourworldindata.org/grapher/wind-energy-consumption-by-region,https://ourworldindata.org/grapher/wind-energy-consumption-vs-installed-wind-energy-capacity,https://ourworldindata.org/grapher/wind-generation
Research & Development,https://ourworldindata.org/grapher/productivity-growth-vs-rd-expenditure,https://ourworldindata.org/grapher/number-of-patents-through-the-industrial-revolution,https://ourworldindata.org/grapher/patent-applications-per-million,https://ourworldindata.org/grapher/patent-applications-vs-scientific-publications,https://ourworldindata.org/grapher/patents-usa-by-category,https://ourworldindata.org/grapher/researchers-in-rd-per-million-people,https://ourworldindata.org/grapher/scientific-and-technical-journal-articles,https://ourworldindata.org/grapher/scientific-publications-per-million,https://ourworldindata.org/grapher/research-and-development-expenditure-of-gdp,https://ourworldindata.org/grapher/granted-patents-United-States
Respiratory Diseases,https://ourworldindata.org/grapher/asthma-prevalence,https://ourworldindata.org/grapher/child-mortality-respiratory-infections-vs-clean-fuels,https://ourworldindata.org/grapher/child-mortality-from-ari-vs-treatment,https://ourworldindata.org/grapher/children-treated-ari
Returns to Education,https://ourworldindata.org/grapher/labour-cost-ratio-and-attainment-levels-2009-or-latest-available-year,https://ourworldindata.org/grapher/wage-of-craftsmen-relative-to-that-of-laborers-in-england-1200-2000
Risk and Insurance,https://ourworldindata.org/grapher/cross-country-variation-in-risk-taking,https://ourworldindata.org/grapher/coverage-of-social-insurance-programs,https://ourworldindata.org/grapher/share-of-population-covered-by-social-protection
Sanitation,https://ourworldindata.org/grapher/diarrheal-diseases-vs-handwashing-facilities,https://ourworldindata.org/grapher/death-rate-from-unsafe-sanitation,https://ourworldindata.org/grapher/death-rates-sanitation,https://ourworldindata.org/grapher/sdg-target-for-access-to-sanitation,https://ourworldindata.org/grapher/mortality-rate-attributable-to-wash,https://ourworldindata.org/grapher/rural-without-improved-sanitation,https://ourworldindata.org/grapher/number-using-at-least-basic-sanitation,https://ourworldindata.org/grapher/number-with-without-access-sanitation,https://ourworldindata.org/grapher/number-with-without-safe-sanitation,https://ourworldindata.org/grapher/number-without-access-to-improved-sanitation,https://ourworldindata.org/grapher/number-without-access-sanitation,https://ourworldindata.org/grapher/number-without-access-to-safe-sanitation,https://ourworldindata.org/grapher/open-defecation-in-rural-areas-vs-urban-areas,https://ourworldindata.org/grapher/open-defecation-vs-improved-sanitation,https://ourworldindata.org/grapher/sanitation-facilities-coverage,https://ourworldindata.org/grapher/sanitation-facilities-coverage-in-rural-areas,https://ourworldindata.org/grapher/sanitation-facilities-coverage-in-urban-areas,https://ourworldindata.org/grapher/share-deaths-unsafe-sanitation,https://ourworldindata.org/grapher/people-practicing-open-defecation-of-population,https://ourworldindata.org/grapher/share-using-at-least-basic-sanitation,https://ourworldindata.org/grapher/share-using-safely-managed-sanitation,https://ourworldindata.org/grapher/sanitation-access-since-1990,https://ourworldindata.org/grapher/improved-sanitation-facilities-vs-gdp-per-capita,https://ourworldindata.org/grapher/share-of-population-with-improved-sanitation-faciltities,https://ourworldindata.org/grapher/share-of-the-population-with-access-to-sanitation-facilities,https://ourworldindata.org/grapher/share-without-improved-sanitation,https://ourworldindata.org/grapher/share-of-rural-population-with-improved-sanitation-faciltities,https://ourworldindata.org/grapher/share-of-urban-population-with-improved-sanitation-faciltities,https://ourworldindata.org/grapher/urban-vs-rural-population-using-at-least-basic-sanitation,https://ourworldindata.org/grapher/urban-vs-rural-population-safely-managed-sanitation,https://ourworldindata.org/grapher/total-oda-for-water-supply-and-sanitation-by-recipient,https://ourworldindata.org/grapher/urban-sanitation-facilities-vs-rural-sanitation-facilities
Secondary Education,https://ourworldindata.org/grapher/completion-rate-of-lower-secondary-education,https://ourworldindata.org/grapher/cumulative-drop-out-rate-to-the-last-grade-of-lower-secondary-general-education,https://ourworldindata.org/grapher/government-expenditure-on-secondary-education-by-country-1974-2014,https://ourworldindata.org/grapher/gross-enrollment-ratio-in-secondary-education,https://ourworldindata.org/grapher/gross-enrolment-gpi-secondary,https://ourworldindata.org/grapher/secondary-net-enrolment-gpi,https://ourworldindata.org/grapher/percentage-of-teachers-in-lower-secondary-education-who-are-qualified,https://ourworldindata.org/grapher/percentage-of-teachers-in-secondary-education-who-are-qualified,https://ourworldindata.org/grapher/percentage-of-teachers-in-upper-secondary-education-who-are-qualified,https://ourworldindata.org/grapher/share-of-students-at-end-of-lower-secondary-education-achieving-minimum-maths-proficiency-2010-2015,https://ourworldindata.org/grapher/share-of-students-at-end-of-lower-secondary-education-achieving-minimum-reading-proficiency-2010-2015,https://ourworldindata.org/grapher/share-of-the-population-with-at-least-some-secondary-education
Smallpox,https://ourworldindata.org/grapher/deaths-from-smallpox-in-london,https://ourworldindata.org/grapher/deaths-from-smallpox-per-1000-population,https://ourworldindata.org/grapher/deaths-from-smallpox-per-1000-population-vs-life-expectancy,https://ourworldindata.org/grapher/decade-in-which-smallpox-ceased-to-be-endemic-by-country,https://ourworldindata.org/grapher/global-smallpox-cases,https://ourworldindata.org/grapher/life-expectancy,https://ourworldindata.org/grapher/sweden-life-expectancy-smallpox-deaths,https://ourworldindata.org/grapher/number-of-reported-smallpox-cases,https://ourworldindata.org/grapher/reported-number-of-smallpox-infections-by-world-region,https://ourworldindata.org/grapher/the-discrepancy-between-the-reported-and-actual-number-of-global-smallpox-cases
Smoking,https://ourworldindata.org/grapher/share-of-adults-who-are-smoking-by-level-of-prosperity
Smoking,https://ourworldindata.org/grapher/death-rate-smoking,https://ourworldindata.org/grapher/number-of-cigarettes-smoked-per-smoker-per-day,https://ourworldindata.org/grapher/number-of-current-smokers,https://ourworldindata.org/grapher/smoking-deaths-1990-2017,https://ourworldindata.org/grapher/prevalence-of-daily-smoking-sdgs,https://ourworldindata.org/grapher/adults-smoking-2007-2018,https://ourworldindata.org/grapher/daily-smoking-prevalence,https://ourworldindata.org/grapher/share-of-tobacco-in-total-household-consumption,https://ourworldindata.org/grapher/prevalence-of-tobacco-use-sdgs,https://ourworldindata.org/grapher/smoking-death-rate-1990-2017
Social Spending,https://ourworldindata.org/grapher/adequacy-of-social-insurance-programs,https://ourworldindata.org/grapher/adequacy-of-social-safety-net-programs,https://ourworldindata.org/grapher/adequacy-of-unemployment-benefits
Soil,https://ourworldindata.org/grapher/soil-lifespans
Sports,https://ourworldindata.org/grapher/athletes-in-olympics,https://ourworldindata.org/grapher/nations-in-olympics
Substance Use,https://ourworldindata.org/grapher/alcohol-drug-use-disorders-share-total-disease,https://ourworldindata.org/grapher/interventions-for-substance-use-disorders,https://ourworldindata.org/grapher/daly-rates-from-drug-use-disorders-by-age,https://ourworldindata.org/grapher/dalys-rate-from-alcohol-and-drug-use-disorders,https://ourworldindata.org/grapher/dalys-from-mental-and-substance-disorder-by-age,https://ourworldindata.org/grapher/dalys-from-mental-health-and-substance-use-disorders,https://ourworldindata.org/grapher/daly-from-mental-health-and-substance-use-disorders,https://ourworldindata.org/grapher/death-rate-amphetamine,https://ourworldindata.org/grapher/death-rate-from-opioid-use,https://ourworldindata.org/grapher/death-rates-from-alcohol-and-drug-use-disorders,https://ourworldindata.org/grapher/death-rates-cocaine,https://ourworldindata.org/grapher/death-rates-from-drug-use-disorders,https://ourworldindata.org/grapher/death-rates-from-mental-health-and-substance-use-disorders,https://ourworldindata.org/grapher/death-rates-from-mental-and-substance-disorders-by-age,https://ourworldindata.org/grapher/death-rates-substance-disorders,https://ourworldindata.org/grapher/deaths-from-alcohol-and-drug-use-disorders,https://ourworldindata.org/grapher/annual-deaths-from-mental-and-substance-use-disorders,https://ourworldindata.org/grapher/deaths-from-substance-use-disorders,https://ourworldindata.org/grapher/deaths-substance-disorders-age,https://ourworldindata.org/grapher/substances-risk-factor-vs-direct-deaths,https://ourworldindata.org/grapher/disability-adjusted-life-years-mental-and-abuse-disorders-age-std-rate,https://ourworldindata.org/grapher/drug-overdose-death-rates,https://ourworldindata.org/grapher/drug-disorder-dalys-rate,https://ourworldindata.org/grapher/mental-health-as-risk-for-drug-dependency,https://ourworldindata.org/grapher/mortality-from-alcohol-and-drug-use-disorders,https://ourworldindata.org/grapher/deaths-from-drug-use-disorders,https://ourworldindata.org/grapher/deaths-drug-overdoses,https://ourworldindata.org/grapher/deaths-illicit-drugs,https://ourworldindata.org/grapher/deaths-substance-disorders,https://ourworldindata.org/grapher/number-with-drug-use-disorders,https://ourworldindata.org/grapher/number-of-people-with-alcohol-or-drug-use-disorders,https://ourworldindata.org/grapher/number-with-alcohol-or-drug-use-disorders,https://ourworldindata.org/grapher/number-with-alcohol-disorders-by-region,https://ourworldindata.org/grapher/number-with-drug-use-disorders-country,https://ourworldindata.org/grapher/number-with-drug-disorders-by-substance,https://ourworldindata.org/grapher/prevalence-of-drug-use-disorders-by-age,https://ourworldindata.org/grapher/prevalence-of-drug-use-disorders-males-vs-females,https://ourworldindata.org/grapher/prevalence-of-mental-and-substance-disorders-by-age,https://ourworldindata.org/grapher/share-with-alcohol-vs-drug-use-disorder,https://ourworldindata.org/grapher/share-with-alcohol-use-disorders,https://ourworldindata.org/grapher/share-alcohol-disorder,https://ourworldindata.org/grapher/share-of-population-with-drug-use-disorders,https://ourworldindata.org/grapher/share-with-drug-use-disorders,https://ourworldindata.org/grapher/share-with-alcohol-or-drug-use-disorders,https://ourworldindata.org/grapher/share-of-the-population-with-alcohol-use-disorders,https://ourworldindata.org/grapher/alcohol-or-drug-use-disorders-male-vs-female
